Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
2389	15.06.2007	34	31	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
2390	15.06.2007	37	24	Собственник	свыше 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель среднего звена	отрицательная	1	False
2391	15.06.2007	50	32	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	положительная	0	False
2392	15.06.2007	19	46	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
2393	15.06.2007	50	55	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	отрицательная	1	True
2394	15.06.2007	50	34	Собственник	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	True
2395	15.06.2007	13	33	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
2396	15.06.2007	41	24	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	положительная	0	False
2397	15.06.2007	30	28	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
2398	15.06.2007	20	40	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
2399	15.06.2007	22	48	Собственник	свыше 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
2400	15.06.2007	28	43	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
2401	15.06.2007	47	37	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
2402	15.06.2007	51	42	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
